Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping days,latitude,longitude
First Class,Consumer,Durham,North Carolina,27707.0,South,Office Supplies,Binders,26.968,3.0,0.2,9.8352,3.0,35.98,-78.91
Standard Class,Consumer,Durham,North Carolina,27707.0,South,Furniture,Furnishings,335.744,2.0,0.2,7.803599999999999,3.0,35.98,-78.91
Second Class,Corporate,Santa Barbara,California,93101.0,West,Office Supplies,Binders,8.96,2.0,0.0,4.3904,4.0,34.41,-119.7
Standard Class,Consumer,Knoxville,Tennessee,37918.0,South,Technology,Phones,89.568,4.0,0.2,-1.1196,4.0,36.06,-83.92
Standard Class,Consumer,Knoxville,Tennessee,37918.0,South,Office Supplies,Binders,71.96,5.0,0.2,7.196,4.0,36.06,-83.92
Standard Class,Consumer,Knoxville,Tennessee,37918.0,South,Office Supplies,Binders,15.552,3.0,0.0,5.4432,4.0,36.06,-83.92
Standard Class,Consumer,Chicago,Illinois,60610.0,Central,Office Supplies,Binders,10.43,3.770643976020112,0.0,-18.2525,6.0,41.91,-87.63
Standard Class,Consumer,Chicago,Illinois,60610.0,Central,Office Supplies,Binders,72.784,1.0,0.0,-18.196,6.0,41.91,-87.63
Same Day,Corporate,New York City,New York,10024.0,East,Office Supplies,Binders,67.15,3.770643976020112,0.0,16.7875,0.0,40.79,-73.97
Same Day,Consumer,New York City,New York,10024.0,East,Technology,Phones,549.98,2.0,0.0,142.9948,0.0,40.79,-73.97
Same Day,Corporate,New York City,New York,10024.0,East,Furniture,Furnishings,11.82,3.0,0.0,4.728,0.0,40.79,-73.97
Same Day,Corporate,New York City,New York,10024.0,East,Technology,Phones,4643.8,4.0,0.0,2229.024,0.0,40.79,-73.97
Same Day,Corporate,New York,New York,10024.0,East,Furniture,Furnishings,577.764,2.0,0.1,115.5528,0.0,40.79,-73.97
Standard Class,Consumer,Daytona Beach,Florida,32114.0,South,Furniture,Furnishings,191.5155,1.0,0.45,-76.6062,4.0,29.19,-81.05
Standard Class,Consumer,Daytona Beach,Florida,32114.0,South,Office Supplies,Binders,2.624,1.0,0.2,0.4264,4.0,29.19,-81.05
Standard Class,Consumer,Nashville,Tennessee,37211.0,South,Office Supplies,Binders,1369.764,6.0,0.7,-913.176,4.0,36.07,-86.72
Standard Class,Consumer,Nashville,Tennessee,37211.0,South,Office Supplies,Binders,26.968,4.0,0.2,-58.8736,4.0,36.07,-86.72
Standard Class,Corporate,Nashville,Tennessee,37211.0,South,Office Supplies,Binders,81.568,2.0,0.2,7.1372,5.0,36.07,-86.72
Standard Class,Consumer,Dallas,Texas,75220.0,Central,Furniture,Furnishings,44.46,3.831979695431472,0.6,7.803599999999999,5.0,32.87,-96.88
Standard Class,Consumer,Dallas,Texas,75220.0,Central,Office Supplies,Binders,314.088,3.0,0.2,19.6305,5.0,32.87,-96.88
Standard Class,Corporate,Murfreesboro,Tennessee,37130.0,South,Office Supplies,Binders,6.336,4.0,0.7,-4.6464,7.0,35.85,-86.39
Standard Class,Corporate,Murfreesboro,Tennessee,37130.0,South,Office Supplies,Binders,10.48,1.0,0.2,3.799,4.0,35.85,-86.39
Standard Class,Corporate,Murfreesboro,Tennessee,37130.0,South,Office Supplies,Binders,2.469,1.0,0.7,-1.8106,7.0,35.85,-86.39
Standard Class,Corporate,Murfreesboro,Tennessee,37130.0,South,Office Supplies,Binders,26.968,2.0,0.7,-2.2848,7.0,35.85,-86.39
Standard Class,Consumer,Dallas,Texas,75217.0,Central,Office Supplies,Binders,4.344,3.0,0.2,0.8688,4.0,32.71,-96.68
Standard Class,Consumer,Dallas,Texas,75217.0,Central,Furniture,Furnishings,31.776,3.0,0.6,-19.0656,4.0,32.71,-96.68
Standard Class,Consumer,Dallas,Texas,75217.0,Central,Office Supplies,Binders,1.788,3.0,0.8,-3.0396,4.0,32.71,-96.68
Standard Class,Consumer,Dallas,Texas,75217.0,Central,Office Supplies,Binders,15.072,4.0,0.2,-3.768,4.0,32.71,-96.68
Standard Class,Consumer,Arlington,Texas,76017.0,Central,Office Supplies,Binders,12.624,2.0,0.2,-2.5248,4.0,32.66,-97.16
Standard Class,Corporate,Pasadena,California,91104.0,West,Office Supplies,Paper,185.88,3.770643976020112,0.0,83.646,4.0,34.16,-118.12
Second Class,Consumer,Everett,Massachusetts,2149.0,East,Office Supplies,Binders,189.7,10.0,0.0,91.056,3.0,42.4,-71.05
Second Class,Consumer,Everett,Massachusetts,2149.0,East,Office Supplies,Binders,26.968,1.0,0.0,20.0851,4.0,42.4,-71.05
Second Class,Home Office,Troy,New York,12180.0,East,Furniture,Furnishings,82.64,2.0,0.0,7.4376,4.0,42.73,-73.67
Second Class,Consumer,Troy,New York,12180.0,East,Office Supplies,Binders,31.02,2.0,0.0,8.0652,4.0,42.73,-73.67
Second Class,Home Office,Troy,New York,12180.0,East,Technology,Phones,167.97,3.0,0.0,37.7874,4.0,42.73,-73.67
Second Class,Consumer,Sandy Springs,Georgia,30328.0,South,Office Supplies,Binders,35.97,3.0,0.0,6.8824000000000005,2.0,33.93,-84.38
Second Class,Consumer,Atlanta,Georgia,30328.0,South,Furniture,Bookcases,1266.86,7.0,0.2,291.3778,2.0,33.93,-84.38
Standard Class,Consumer,San Jose,California,95123.0,West,Office Supplies,Binders,169.45,3.770643976020112,0.0,42.3625,6.0,37.23,-121.82
Standard Class,Consumer,San Jose,California,95123.0,West,Office Supplies,Binders,26.968,2.0,0.0,0.4068,6.0,37.23,-121.82
Standard Class,Consumer,Jacksonville,Florida,32216.0,South,Office Supplies,Binders,3.328,2.0,0.2,0.416,4.0,30.28,-81.58
Standard Class,Consumer,Jacksonville,Florida,32216.0,South,Furniture,Furnishings,933.262,3.831979695431472,0.45,-458.1468,4.0,30.28,-81.58
Standard Class,Consumer,Jacksonville,Florida,32216.0,South,Furniture,Furnishings,2803.92,5.0,0.2,0.0,5.0,30.28,-81.58
Standard Class,Consumer,Jacksonville,Florida,32216.0,South,Furniture,Storage,4.768,2.0,0.2,-0.7748,0.0,30.28,-81.58
Same Day,Consumer,Jacksonville,Florida,32216.0,South,Office Supplies,Binders,6.672,1.0,0.2,2.502,0.0,30.28,-81.58
Same Day,Consumer,Jacksonville,Florida,32216.0,South,Office Supplies,Binders,4.448,2.0,0.2,1.112,0.0,30.28,-81.58
Same Day,Consumer,Jacksonville,Florida,32216.0,South,Furniture,Furnishings,43.936,4.0,0.2,6.0412,0.0,30.28,-81.58
Standard Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,23.744,2.0,0.2,6.8824000000000005,4.0,40.73,-73.98
Standard Class,Consumer,New York City,New York,10009.0,East,Technology,Phones,357.0,3.0,0.0,57.12,4.0,40.73,-73.98
Standard Class,Consumer,San Francisco,California,94122.0,West,Technology,Phones,806.336,3.7777777777777777,0.2,50.396,4.0,37.76,-122.48
Standard Class,Consumer,San Francisco,California,94122.0,West,Furniture,Furnishings,182.745,3.0,0.0,31.6128,4.0,37.76,-122.48
Standard Class,Corporate,Columbus,Georgia,31907.0,South,Office Supplies,Binders,344.91,3.0,0.0,10.3473,4.0,32.51,-84.87
Same Day,Home Office,Aurora,Illinois,60505.0,Central,Office Supplies,Binders,70.97,5.0,0.8,-191.619,0.0,41.76,-88.29
Same Day,Home Office,Aurora,Illinois,60505.0,Central,Office Supplies,Binders,36.784,2.0,0.2,3.6784,4.0,41.76,-88.29
Second Class,Home Office,Philadelphia,Pennsylvania,19134.0,East,Technology,Phones,743.988,2.0,0.4,25.1916,4.0,39.99,-75.11
Second Class,Consumer,Chicago,Illinois,60701.0,Central,Office Supplies,Binders,11.212,2.0,0.8,-16.818,4.0,41.83,-87.68
Second Class,Consumer,Chicago,Illinois,60653.0,Central,Furniture,Furnishings,4.712,3.831979695431472,0.2,-1.8848,4.0,41.82,-87.61
Second Class,Consumer,Chicago,Illinois,60653.0,Central,Office Supplies,Binders,180.98,5.0,0.8,-470.548,4.0,41.82,-87.61
Second Class,Consumer,Chicago,Illinois,60701.0,Central,Office Supplies,Binders,60.416,2.0,0.2,6.0416,4.0,41.83,-87.68
Standard Class,Consumer,Seattle,Washington,98103.0,West,Technology,Phones,299.99,1.0,0.0,89.997,7.0,47.67,-122.34
Standard Class,Consumer,Seattle,Washington,98103.0,West,Office Supplies,Binders,192.16,4.0,0.0,92.2368,7.0,47.67,-122.34
Standard Class,Consumer,Seattle,Washington,98103.0,West,Technology,Phones,242.624,8.0,0.2,27.2952,7.0,47.67,-122.34
Standard Class,Consumer,Seattle,Washington,98103.0,West,Office Supplies,Binders,46.74,3.0,0.0,11.685,7.0,47.67,-122.34
Standard Class,Consumer,Seattle,Washington,98103.0,West,Technology,Phones,174.95,5.0,0.0,12.2465,7.0,47.67,-122.34
Standard Class,Consumer,Seattle,Washington,98103.0,West,Office Supplies,Binders,100.704,6.0,0.2,37.764,7.0,47.67,-122.34
Same Day,Home Office,Roseville,Michigan,48066.0,Central,Office Supplies,Binders,368.91,9.0,0.0,180.7659,0.0,42.5,-82.93
Same Day,Consumer,Roseville,Michigan,48066.0,Central,Office Supplies,Binders,8.02,1.0,0.0,3.7694,0.0,42.5,-82.93
Same Day,Home Office,Roseville,Michigan,48066.0,Central,Office Supplies,Binders,171.04,4.0,0.0,44.4704,4.0,42.5,-82.93
Standard Class,Home Office,Fayetteville,Arkansas,72701.0,South,Office Supplies,Binders,19.44,3.0,0.0,9.3312,4.0,36.07,-94.15
Standard Class,Consumer,New York City,New York,10035.0,East,Office Supplies,Binders,122.94,3.0,0.0,30.735,5.0,40.8,-73.93
Standard Class,Consumer,New York City,New York,10035.0,East,Office Supplies,Binders,35.448,7.0,0.2,12.8499,5.0,40.8,-73.93
Standard Class,Consumer,Dover,Delaware,19901.0,East,Technology,Phones,19.98,2.0,0.0,5.1948,5.0,39.15,-75.51
Standard Class,Consumer,Aurora,Illinois,60505.0,Central,Furniture,Furnishings,69.375,1.0,0.5,-47.175,7.0,41.76,-88.29
Standard Class,Consumer,Aurora,Illinois,60505.0,Central,Office Supplies,Binders,31.68,4.0,0.2,2.772,7.0,41.76,-88.29
Standard Class,Consumer,Aurora,Illinois,60505.0,Central,Technology,Phones,2003.168,3.7777777777777777,0.2,250.396,7.0,41.76,-88.29
Standard Class,Consumer,Aurora,Illinois,60505.0,Central,Office Supplies,Binders,9.344,2.0,0.2,3.1536,7.0,41.76,-88.29
Standard Class,Consumer,New York City,New York,10009.0,East,Furniture,Furnishings,2563.056,8.0,0.1,313.2624,4.0,40.73,-73.98
Standard Class,Corporate,El Cajon,California,92020.0,West,Furniture,Furnishings,387.136,4.0,0.2,4.8392,5.0,32.79,-116.96
Standard Class,Corporate,Mount Vernon,New York,10550.0,East,Office Supplies,Binders,1085.42,7.0,0.0,282.2092,4.0,40.91,-73.84
Standard Class,Home Office,Lakewood,Ohio,44107.0,East,Office Supplies,Paper,43.056,9.0,0.2,15.6078,4.0,41.48,-81.8
Standard Class,Home Office,Tampa,Florida,33614.0,South,Office Supplies,Binders,34.86,2.0,0.7,-26.726,4.0,28.0,-82.51
Standard Class,Consumer,Tampa,Florida,33614.0,South,Office Supplies,Binders,432.456,3.0,0.2,32.4342,4.0,28.0,-82.51
Standard Class,Consumer,Columbus,Georgia,31907.0,South,Office Supplies,Binders,675.06,3.770643976020112,0.0,87.7578,4.0,32.51,-84.87
First Class,Corporate,Jacksonville,North Carolina,28540.0,South,Office Supplies,Binders,26.968,3.0,0.2,22.0158,1.0,34.76,-77.4
First Class,Corporate,Jacksonville,North Carolina,28540.0,South,Furniture,Furnishings,207.0,3.0,0.2,25.875,1.0,34.76,-77.4
Standard Class,Home Office,Saint Charles,Illinois,60174.0,Central,Technology,Phones,167.97,3.7777777777777777,0.3,137.264,4.0,41.92,-88.3
Standard Class,Consumer,Saint Charles,Illinois,60174.0,Central,Office Supplies,Binders,59.904,2.0,0.2,14.2272,5.0,41.92,-88.3
Second Class,Home Office,Saint Charles,Illinois,60174.0,Central,Technology,Phones,637.44,8.0,0.2,135.456,5.0,41.92,-88.3
Second Class,Home Office,Saint Charles,Illinois,60174.0,Central,Furniture,Furnishings,51.756,3.831979695431472,0.6,-33.6414,5.0,41.92,-88.3
Standard Class,Home Office,Miami,Florida,33180.0,South,Office Supplies,Binders,31.104,6.0,0.2,10.8864,4.0,25.96,-80.14
Standard Class,Home Office,Miami,Florida,33180.0,South,Office Supplies,Binders,47.96,5.0,0.0,4.1965,4.0,25.96,-80.14
Standard Class,Consumer,Miami,Florida,33180.0,South,Technology,Phones,158.928,7.0,0.2,41.7186,4.0,25.96,-80.14
Standard Class,Home Office,Miami,Florida,33180.0,South,Office Supplies,Binders,211.248,6.0,0.2,15.8436,4.0,25.96,-80.14
Standard Class,Home Office,Miami,Florida,33180.0,South,Office Supplies,Binders,5.552,2.0,0.0,-1.041,4.0,25.96,-80.14
Standard Class,Home Office,Miami,Florida,33180.0,South,Office Supplies,Labels,26.968,3.770643976020112,0.2,0.9963,4.0,25.96,-80.14
Standard Class,Consumer,Troy,Ohio,45373.0,East,Office Supplies,Binders,10.332,3.0,0.7,-7.5768,4.0,40.04,-84.21
Standard Class,Consumer,New York City,New York,10011.0,East,Technology,Phones,299.9,2.0,0.0,74.975,4.0,40.74,-74.0
Standard Class,Corporate,Arlington,Virginia,22204.0,South,Office Supplies,Binders,26.55,9.0,0.0,12.744,4.0,38.87,-77.1
Standard Class,Corporate,Arlington,Virginia,22204.0,South,Technology,Phones,111.98,2.0,0.2,25.1916,4.0,38.87,-77.1
Standard Class,Consumer,Charlotte,North Carolina,28205.0,South,Furniture,Furnishings,182.745,2.0,0.2,0.7392,6.0,35.22,-80.79
Standard Class,Consumer,Roseville,California,95661.0,West,Office Supplies,Binders,26.968,3.0,0.0,6.8824000000000005,4.0,38.74,-121.25
Standard Class,Consumer,Detroit,Michigan,48234.0,Central,Office Supplies,Binders,180.96,2.0,0.0,81.432,4.0,42.43,-83.04
Standard Class,Corporate,Los Angeles,California,90189.0,West,Technology,Phones,1649.95,5.0,0.0,659.98,6.0,34.06,-118.25
Standard Class,Corporate,Los Angeles,California,90036.0,West,Furniture,Furnishings,362.352,3.0,0.2,45.294,6.0,34.06,-118.35
Second Class,Home Office,San Francisco,California,94110.0,West,Technology,Phones,73.584,2.0,0.2,8.2782,2.0,37.74,-122.41
Standard Class,Home Office,Tulsa,Oklahoma,74133.0,Central,Office Supplies,Binders,32.4,5.0,0.0,15.552,5.0,36.04,-95.88
Standard Class,Home Office,Tulsa,Oklahoma,74133.0,Central,Office Supplies,Binders,41.86,7.0,0.0,19.2556,4.0,36.04,-95.88
Standard Class,Home Office,Tulsa,Oklahoma,74133.0,Central,Office Supplies,Binders,77.56,2.0,0.0,35.6776,5.0,36.04,-95.88
Same Day,Home Office,San Francisco,California,94122.0,West,Office Supplies,Binders,37.17,9.0,0.0,11.151,0.0,37.76,-122.48
Standard Class,Consumer,Houston,Texas,77036.0,Central,Office Supplies,Binders,137.352,3.0,0.2,8.5845,4.0,29.7,-95.53
Standard Class,Consumer,Houston,Texas,77036.0,Central,Furniture,Furnishings,376.509,3.0,0.3,-43.0296,6.0,29.7,-95.53
Standard Class,Consumer,Columbus,Georgia,31907.0,South,Furniture,Furnishings,62.72,4.0,0.2,7.803599999999999,5.0,32.51,-84.87
Standard Class,Consumer,Columbus,Georgia,31907.0,South,Technology,Phones,167.97,7.0,0.0,764.3818,5.0,32.51,-84.87
Standard Class,Home Office,League City,Texas,77573.0,Central,Office Supplies,Binders,26.968,2.0,0.2,0.5668,4.0,29.48,-95.1
Standard Class,Consumer,League City,Texas,77573.0,Central,Office Supplies,Binders,22.288,7.0,0.2,3.9004,4.0,29.48,-95.1
Standard Class,Home Office,League City,Texas,77574.0,Central,Office Supplies,Paper,16.032,3.0,0.2,5.6112,4.0,29.48,-95.1
Standard Class,Consumer,Burlington,North Carolina,27217.0,South,Office Supplies,Binders,1.752,3.770643976020112,0.2,0.1533,5.0,36.19,-79.38
Standard Class,Consumer,New York City,New York,10009.0,East,Office Supplies,Binders,11.21,1.0,0.0,3.363,5.0,40.73,-73.98
First Class,Consumer,Dallas,Texas,75220.0,Central,Office Supplies,Binders,45.04,2.0,0.2,4.504,1.0,32.87,-96.88
Standard Class,Consumer,Houston,Texas,77095.0,Central,Office Supplies,Binders,15.624,2.0,0.8,-24.9984,4.0,29.91,-95.65
Standard Class,Consumer,Long Beach,New York,11561.0,East,Office Supplies,Binders,8.74,2.0,0.0,2.2724,6.0,40.59,-73.65
Standard Class,Consumer,Long Beach,New York,11561.0,East,Office Supplies,Binders,44.75,5.0,0.0,20.585,6.0,40.59,-73.65
First Class,Home Office,Hialeah,Florida,33012.0,South,Office Supplies,Binders,61.68,5.0,0.2,6.8824000000000005,4.0,25.86,-80.29
First Class,Home Office,Hialeah,Florida,33012.0,South,Technology,Phones,158.376,3.7777777777777777,0.2,13.8579,4.0,25.86,-80.29
Second Class,Corporate,Aurora,Illinois,60505.0,Central,Office Supplies,Binders,2.864,4.0,0.0,-4.5824,3.0,41.76,-88.29
Second Class,Corporate,Aurora,Illinois,60505.0,Central,Office Supplies,Binders,94.192,7.0,0.8,-164.836,3.0,41.76,-88.29
Standard Class,Consumer,Belleville,New Jersey,7109.0,East,Office Supplies,Binders,143.7,3.0,0.0,6.8824000000000005,4.0,40.79,-74.16
Standard Class,Consumer,Belleville,New Jersey,7109.0,East,Office Supplies,Binders,26.968,1.0,0.0,3.1104,4.0,40.79,-74.16
Standard Class,Consumer,New York City,New York,10024.0,East,Technology,Phones,7.88,4.0,0.0,2.5216,4.0,40.79,-73.97
First Class,Consumer,Andover,Massachusetts,1810.0,East,Office Supplies,Binders,11.21,1.0,0.0,6.8824000000000005,4.0,42.65,-71.14
First Class,Consumer,Andover,Massachusetts,5544.0,East,Furniture,Furnishings,354.9,5.0,0.0,7.803599999999999,3.0,42.65,-71.14
First Class,Consumer,Andover,Massachusetts,1810.0,East,Office Supplies,Binders,17.94,3.770643976020112,0.0,8.7906,3.0,42.65,-71.14
First Class,Consumer,Andover,Massachusetts,5544.0,East,Office Supplies,Binders,51.8,4.0,0.0,23.31,3.0,42.65,-71.14
Standard Class,Home Office,Newark,Delaware,19711.0,East,Office Supplies,Binders,299.52,9.0,0.0,149.76,5.0,39.71,-75.74
Standard Class,Consumer,Arlington,Virginia,22204.0,South,Office Supplies,Binders,7.7,2.0,0.0,3.157,6.0,38.87,-77.1
Standard Class,Corporate,Decatur,Alabama,35601.0,South,Office Supplies,Binders,23.92,4.0,0.0,11.7208,7.0,34.57,-86.98
Standard Class,Corporate,Decatur,Alabama,35601.0,South,Technology,Phones,498.0,5.0,0.0,25.1916,7.0,34.57,-86.98
Standard Class,Consumer,Hesperia,California,92345.0,West,Furniture,Furnishings,436.704,6.0,0.2,7.803599999999999,4.0,34.36,-117.32
Standard Class,Consumer,Chesapeake,Virginia,23320.0,South,Office Supplies,Binders,32.4,5.0,0.0,15.552,6.0,36.75,-76.22
First Class,Consumer,Los Angeles,California,90036.0,West,Office Supplies,Binders,61.44,3.0,0.0,16.5888,3.0,34.06,-118.35
Standard Class,Consumer,Huntsville,Alabama,35810.0,South,Office Supplies,Binders,73.36,7.0,0.0,19.8072,5.0,34.8,-86.6
Standard Class,Consumer,Knoxville,Tennessee,37918.0,South,Office Supplies,Binders,59.2,5.0,0.2,22.2,4.0,36.06,-83.92
Standard Class,Consumer,Knoxville,Tennessee,37918.0,South,Furniture,Furnishings,32.952,3.0,0.2,6.5904,4.0,36.06,-83.92
Standard Class,Consumer,Knoxville,Tennessee,37918.0,South,Furniture,Furnishings,218.376,3.0,0.2,-10.9188,4.0,36.06,-83.92
Standard Class,Corporate,Lawrence,Massachusetts,1841.0,East,Furniture,Furnishings,31.4,5.0,0.0,13.188,4.0,42.72,-71.15
Standard Class,Corporate,Lawrence,Massachusetts,1841.0,East,Furniture,Furnishings,9.48,1.0,0.0,3.792,4.0,42.72,-71.15
Standard Class,Corporate,Lawrence,Massachusetts,1841.0,East,Technology,Phones,209.5,3.7777777777777777,0.0,58.66,4.0,42.72,-71.15
Standard Class,Corporate,Lawrence,Massachusetts,1841.0,East,Furniture,Furnishings,24.3,5.0,0.0,10.449,4.0,42.72,-71.15
Standard Class,Corporate,Lawrence,Massachusetts,1841.0,East,Office Supplies,Binders,6.48,1.0,0.0,3.1104,4.0,42.72,-71.15
Standard Class,Corporate,Philadelphia,Pennsylvania,19134.0,East,Furniture,Furnishings,32.448,3.831979695431472,0.2,7.3008,5.0,39.99,-75.11
Standard Class,Corporate,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Binders,26.388,4.0,0.7,-17.592,5.0,39.99,-75.11
Standard Class,Corporate,Philadelphia,Pennsylvania,19134.0,East,Furniture,Furnishings,373.47,5.0,0.4,-112.041,5.0,39.99,-75.11
Standard Class,Corporate,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Binders,64.2,3.770643976020112,0.7,-44.94,5.0,39.99,-75.11
Standard Class,Corporate,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Binders,8.0,3.770643976020112,0.2,2.8,5.0,39.99,-75.11
Standard Class,Consumer,Athens,Georgia,30605.0,South,Furniture,Furnishings,186.54,3.0,0.0,41.0388,4.0,33.91,-83.32
Standard Class,Consumer,Great Falls,Montana,59405.0,West,Office Supplies,Binders,26.968,7.0,0.0,24.3824,7.0,47.29,-111.34
Standard Class,Consumer,Great Falls,Montana,59405.0,West,Technology,Phones,217.44,6.0,0.0,91.3248,7.0,47.29,-111.34
Second Class,Consumer,El Paso,Texas,79907.0,Central,Office Supplies,Binders,31.744,2.0,0.2,3.968,2.0,31.71,-106.33
Second Class,Consumer,El Paso,Texas,88595.0,Central,Office Supplies,Binders,5.432,2.0,0.8,-13.58,2.0,31.84,-106.43
Second Class,Consumer,El Paso,Texas,79907.0,Central,Furniture,Furnishings,913.43,5.0,0.3,-169.637,4.0,31.71,-106.33
Second Class,Consumer,El Paso,Texas,79907.0,Central,Office Supplies,Binders,372.144,3.0,0.0,27.9108,2.0,31.71,-106.33
Standard Class,Consumer,Kissimmee,Florida,34741.0,South,Technology,Phones,167.97,2.0,0.2,84.5982,4.0,28.3,-81.41
First Class,Home Office,Seattle,Washington,98105.0,West,Technology,Phones,604.768,4.0,0.2,60.4768,3.0,47.66,-122.29
Second Class,Corporate,Santa Clara,California,95051.0,West,Office Supplies,Binders,27.36,4.0,0.0,7.3872,5.0,37.35,-121.98
Second Class,Corporate,Santa Clara,California,95056.0,West,Office Supplies,Binders,20.56,2.0,0.0,9.6632,5.0,37.4,-121.96
Second Class,Corporate,Santa Clara,California,95056.0,West,Office Supplies,Binders,83.92,5.0,0.2,31.47,5.0,37.4,-121.96
Standard Class,Consumer,Los Angeles,California,90049.0,West,Furniture,Furnishings,902.712,3.0,0.2,33.8517,4.0,34.08,-118.49
Standard Class,Home Office,Fresno,California,93888.0,West,Furniture,Furnishings,120.666,2.0,0.15,21.294,4.0,36.75,-119.67
